student_id,week,attendance,grade,behavior_text,age,gender,scholarship,debt,tuition_up_to_date,courses_enrolled,courses_passed,dropout_label
STU0004,11,83.2,20.6,Incomplete homework,25,1,1,0,1,5,4,0
STU0004,12,82.2,22.3,Incomplete homework,25,1,1,0,1,5,4,0
STU0004,13,83.4,23.7,Late submission of assignment,25,1,1,0,1,5,4,0
STU0004,14,81.6,25.7,Declined to participate in activities,25,1,1,0,1,5,4,0
STU0004,15,79.7,24.1,No homework submitted,25,1,1,0,1,5,4,0
STU0005,1,76.3,94.4,No significant changes,20,1,0,0,1,4,3,0
STU0005,2,77.1,95.3,On-time submission with minor errors,20,1,0,0,1,4,3,0
STU0005,3,77.3,96.2,Quiet in class,20,1,0,0,1,4,3,0
STU0005,4,76.1,95.0,Regular attendance,20,1,0,0,1,4,3,0
STU0005,5,76.4,95.2,Moderate effort observed,20,1,0,0,1,4,3,0
STU0005,6,75.6,93.4,Followed instructions,20,1,0,0,1,4,3,0
STU0005,7,75.6,94.8,Quiet in class,20,1,0,0,1,4,3,0
STU0005,8,73.9,94.9,Adequate performance noted,20,1,0,0,1,4,3,0
STU0005,9,72.6,95.2,Attended but disengaged,20,1,0,0,1,4,3,0
STU0005,10,74.1,94.9,Satisfactory attendance record,20,1,0,0,1,4,3,0
STU0005,11,74.3,95.2,Regular attendance,20,1,0,0,1,4,3,0
STU0005,12,74.8,94.8,Completed the quiz,20,1,0,0,1,4,3,0
STU0005,13,75.1,94.1,Met the basic requirements,20,1,0,0,1,4,3,0
STU0005,14,73.9,95.0,Average performance,20,1,0,0,1,4,3,0
STU0005,15,73.0,93.5,Attended but disengaged,20,1,0,0,1,4,3,0
STU0006,1,59.8,50.0,Failed the weekly quiz,23,0,0,0,1,3,0,1
STU0006,2,57.9,49.3,Declined to participate in activities,23,0,0,0,1,3,0,1
STU0006,3,55.2,48.1,No homework submitted,23,0,0,0,1,3,0,1
STU0006,4,51.9,48.1,Declined to participate in activities,23,0,0,0,1,3,0,1
STU0006,5,49.2,44.4,Late submission of assignment,23,0,0,0,1,3,0,1
STU0006,6,44.5,43.8,Late submission of assignment,23,0,0,0,1,3,0,1
STU0006,7,40.0,40.9,Disruptive behavior in class,23,0,0,0,1,3,0,1
STU0006,8,38.6,38.4,Frequently late to class,23,0,0,0,1,3,0,1
STU0006,9,36.9,35.7,Declined to participate in activities,23,0,0,0,1,3,0,1
STU0006,10,35.6,33.7,Showed signs of academic distress,23,0,0,0,1,3,0,1
STU0006,11,31.1,33.5,Missed multiple deadlines,23,0,0,0,1,3,0,1
STU0006,12,29.0,32.4,Absent without leave,23,0,0,0,1,3,0,1
STU0006,13,27.3,31.9,Did not pay attention,23,0,0,0,1,3,0,1
STU0006,14,26.5,30.1,Frequently late to class,23,0,0,0,1,3,0,1
STU0006,15,24.3,30.1,Late submission of assignment,23,0,0,0,1,3,0,1
STU0007,1,73.8,93.6,Average performance,20,0,0,0,1,5,4,0
STU0007,2,74.5,94.2,Present but passive,20,0,0,0,1,5,4,0
STU0007,3,75.6,95.8,No significant changes,20,0,0,0,1,5,4,0
STU0007,4,77.5,96.8,Satisfactory attendance record,20,0,0,0,1,5,4,0
STU0007,5,79.2,98.2,On-time submission with minor errors,20,0,0,0,1,5,4,0
STU0007,6,80.5,99.8,Active participation in class,20,0,0,0,1,5,4,0
STU0007,7,79.2,100.0,On-time submission with minor errors,20,0,0,0,1,5,4,0
STU0007,8,80.9,100.0,Outstanding project submission,20,0,0,0,1,5,4,0
STU0007,9,81.9,99.0,Showed great improvement,20,0,0,0,1,5,4,0
STU0007,10,83.0,97.4,Outstanding project submission,20,0,0,0,1,5,4,0
STU0007,11,81.2,97.3,Helped peers with coursework,20,0,0,0,1,5,4,0
STU0007,12,82.4,97.1,Asked insightful questions,20,0,0,0,1,5,4,0
STU0007,13,83.7,98.6,Helped peers with coursework,20,0,0,0,1,5,4,0
STU0007,14,81.8,97.4,Perfect attendance this week,20,0,0,0,1,5,4,0
STU0007,15,80.9,95.7,Engaged in group discussions,20,0,0,0,1,5,4,0
STU0008,1,37.6,52.1,Struggling with concepts,24,1,1,1,1,4,2,1
STU0008,2,37.0,48.5,Failed the weekly quiz,24,1,1,1,1,4,2,1
STU0008,3,35.7,45.7,Absent without leave,24,1,1,1,1,4,2,1
STU0008,4,33.1,42.5,Missed multiple deadlines,24,1,1,1,1,4,2,1
STU0008,5,29.5,39.5,Missed multiple deadlines,24,1,1,1,1,4,2,1
STU0008,6,28.6,37.8,Missed multiple deadlines,24,1,1,1,1,4,2,1
STU0008,7,24.0,35.3,Missed multiple deadlines,24,1,1,1,1,4,2,1
STU0008,8,19.7,32.4,Did not pay attention,24,1,1,1,1,4,2,1
STU0008,9,17.2,29.7,Sleeping in class,24,1,1,1,1,4,2,1
STU0008,10,15.2,28.5,Disruptive behavior in class,24,1,1,1,1,4,2,1
STU0008,11,14.2,25.9,Rude to classmates,24,1,1,1,1,4,2,1
STU0008,12,10.8,22.3,Needs improvement in discipline,24,1,1,1,1,4,2,1
STU0008,13,8.0,20.6,Declined to participate in activities,24,1,1,1,1,4,2,1
STU0008,14,8.0,19.5,Rude to classmates,24,1,1,1,1,4,2,1
STU0008,15,4.1,17.1,Sleeping in class,24,1,1,1,1,4,2,1
STU0009,1,69.7,86.7,Average performance,25,0,0,0,0,5,4,0
STU0009,2,70.4,85.6,Average performance,25,0,0,0,0,5,4,0
STU0009,3,69.0,83.8,Followed instructions,25,0,0,0,0,5,4,0
STU0009,4,69.5,84.9,Followed instructions,25,0,0,0,0,5,4,0
STU0009,5,69.1,85.4,Average performance,25,0,0,0,0,5,4,0
STU0009,6,70.0,84.9,No significant changes,25,0,0,0,0,5,4,0
STU0009,7,69.0,85.6,Regular attendance,25,0,0,0,0,5,4,0
STU0009,8,70.5,87.0,Satisfactory attendance record,25,0,0,0,0,5,4,0
STU0009,9,69.0,86.7,Quiet in class,25,0,0,0,0,5,4,0
STU0009,10,70.2,87.5,Followed instructions,25,0,0,0,0,5,4,0
STU0009,11,68.4,86.5,Adequate performance noted,25,0,0,0,0,5,4,0
STU0009,12,66.9,85.0,Followed instructions,25,0,0,0,0,5,4,0
STU0009,13,67.5,87.0,Completed the quiz,25,0,0,0,0,5,4,0
STU0009,14,66.8,88.0,Followed instructions,25,0,0,0,0,5,4,0
STU0009,15,67.2,88.9,Standard participation,25,0,0,0,0,5,4,0
STU0010,1,89.7,78.9,Met the basic requirements,25,0,0,0,1,5,5,0
STU0010,2,88.7,78.3,Satisfactory attendance record,25,0,0,0,1,5,5,0
STU0010,3,88.8,76.8,Average performance,25,0,0,0,1,5,5,0
STU0010,4,88.4,75.5,Average performance,25,0,0,0,1,5,5,0
STU0010,5,86.6,75.1,Standard participation,25,0,0,0,1,5,5,0
STU0010,6,86.5,73.3,Adequate performance noted,25,0,0,0,1,5,5,0
STU0010,7,86.2,75.0,Completed the quiz,25,0,0,0,1,5,5,0
STU0010,8,87.9,73.0,Satisfactory attendance record,25,0,0,0,1,5,5,0
STU0010,9,89.0,72.6,Regular attendance,25,0,0,0,1,5,5,0
STU0010,10,90.8,71.7,No significant changes,25,0,0,0,1,5,5,0
STU0010,11,92.2,73.6,No significant changes,25,0,0,0,1,5,5,0
STU0010,12,92.3,74.5,On-time submission with minor errors,25,0,0,0,1,5,5,0
STU0010,13,92.8,73.4,Average performance,25,0,0,0,1,5,5,0
STU0010,14,91.9,73.3,No significant changes,25,0,0,0,1,5,5,0
STU0010,15,91.2,74.0,No significant changes,25,0,0,0,1,5,5,0
STU0011,1,83.9,68.6,Average performance,25,0,0,0,0,4,3,0
STU0011,2,83.7,67.9,Satisfactory attendance record,25,0,0,0,0,4,3,0
STU0011,3,83.2,68.9,Adequate performance noted,25,0,0,0,0,4,3,0
STU0011,4,82.9,70.3,Followed instructions,25,0,0,0,0,4,3,0
STU0011,5,81.0,70.4,Present but passive,25,0,0,0,0,4,3,0
STU0011,6,79.9,68.7,Attended but disengaged,25,0,0,0,0,4,3,0
STU0011,7,78.1,66.8,Average performance,25,0,0,0,0,4,3,0
STU0011,8,76.9,64.9,Quiet in class,25,0,0,0,0,4,3,0
STU0011,9,75.8,64.8,Submitted assignment,25,0,0,0,0,4,3,0
STU0011,10,76.1,63.7,Moderate effort observed,25,0,0,0,0,4,3,0
STU0011,11,75.1,63.2,Completed the quiz,25,0,0,0,0,4,3,0
STU0011,12,75.5,64.2,Submitted assignment,25,0,0,0,0,4,3,0
STU0011,13,76.6,62.8,Met the basic requirements,25,0,0,0,0,4,3,0
STU0011,14,75.1,60.9,Met the basic requirements,25,0,0,0,0,4,3,0
STU0011,15,75.4,62.5,No significant changes,25,0,0,0,0,4,3,0
STU0012,1,41.6,83.8,Absent without leave,21,0,0,1,1,6,5,0
STU0012,2,43.0,85.1,Late submission of assignment,21,0,0,1,1,6,5,0
STU0012,3,42.7,84.6,Showed signs of academic distress,21,0,0,1,1,6,5,0
STU0012,4,44.0,85.4,Rude to classmates,21,0,0,1,1,6,5,0
STU0012,5,42.7,85.5,Missed multiple deadlines,21,0,0,1,1,6,5,0
STU0012,6,41.8,86.7,Struggling with concepts,21,0,0,1,1,6,5,0
STU0012,7,42.9,86.6,Declined to participate in activities,21,0,0,1,1,6,5,0
STU0012,8,43.8,85.6,Declined to participate in activities,21,0,0,1,1,6,5,0
STU0012,9,42.8,87.4,Did not pay attention,21,0,0,1,1,6,5,0
STU0012,10,44.4,86.4,Incomplete homework,21,0,0,1,1,6,5,0
STU0012,11,44.6,87.0,Sleeping in class,21,0,0,1,1,6,5,0
STU0012,12,42.8,88.4,Disruptive behavior in class,21,0,0,1,1,6,5,0
STU0012,13,42.7,87.9,Did not pay attention,21,0,0,1,1,6,5,0
STU0012,14,42.1,89.4,Frequently late to class,21,0,0,1,1,6,5,0
STU0012,15,43.6,89.6,Struggling with concepts,21,0,0,1,1,6,5,0
STU0013,1,77.5,64.5,Attended but disengaged,19,0,0,0,1,7,7,0
STU0013,2,77.9,64.4,Standard participation,19,0,0,0,1,7,7,0
STU0013,3,77.2,66.4,Standard participation,19,0,0,0,1,7,7,0
STU0013,4,76.6,67.2,Met the basic requirements,19,0,0,0,1,7,7,0
STU0013,5,75.8,66.1,Moderate effort observed,19,0,0,0,1,7,7,0
STU0013,6,74.6,64.6,Standard participation,19,0,0,0,1,7,7,0
STU0013,7,76.4,65.3,Average performance,19,0,0,0,1,7,7,0
STU0013,8,75.2,65.3,Moderate effort observed,19,0,0,0,1,7,7,0
STU0013,9,75.6,66.3,Completed the quiz,19,0,0,0,1,7,7,0
STU0013,10,74.7,64.7,Average performance,19,0,0,0,1,7,7,0
STU0013,11,73.9,64.2,Met the basic requirements,19,0,0,0,1,7,7,0
STU0013,12,72.0,64.3,Met the basic requirements,19,0,0,0,1,7,7,0
STU0013,13,70.1,62.5,Met the basic requirements,19,0,0,0,1,7,7,0
STU0013,14,70.9,61.0,Adequate performance noted,19,0,0,0,1,7,7,0
STU0013,15,71.9,59.4,Regular attendance,19,0,0,0,1,7,7,0
STU0014,1,89.9,26.3,Did not pay attention,25,1,0,0,1,7,6,0
STU0014,2,88.3,25.3,Struggling with concepts,25,1,0,0,1,7,6,0
STU0014,3,89.3,25.7,No homework submitted,25,1,0,0,1,7,6,0
STU0014,4,89.8,26.8,Rude to classmates,25,1,0,0,1,7,6,0
STU0014,5,89.6,26.6,Declined to participate in activities,25,1,0,0,1,7,6,0
STU0014,6,90.0,26.3,Needs improvement in discipline,25,1,0,0,1,7,6,0
STU0014,7,90.4,26.8,Frequently late to class,25,1,0,0,1,7,6,0
STU0014,8,88.8,27.8,Missed multiple deadlines,25,1,0,0,1,7,6,0
STU0014,9,87.7,28.5,Disruptive behavior in class,25,1,0,0,1,7,6,0
STU0014,10,86.6,28.7,Disruptive behavior in class,25,1,0,0,1,7,6,0
STU0014,11,84.7,28.5,Needs improvement in discipline,25,1,0,0,1,7,6,0
STU0014,12,84.5,26.6,Did not pay attention,25,1,0,0,1,7,6,0
STU0014,13,85.4,27.4,Incomplete homework,25,1,0,0,1,7,6,0
STU0014,14,83.6,26.3,Did not pay attention,25,1,0,0,1,7,6,0
STU0014,15,84.8,26.8,Missed multiple deadlines,25,1,0,0,1,7,6,0
STU0015,1,63.9,70.3,Met the basic requirements,21,1,1,0,1,6,5,0
STU0015,2,63.6,70.1,Met the basic requirements,21,1,1,0,1,6,5,0
STU0015,3,64.4,71.9,Standard participation,21,1,1,0,1,6,5,0
STU0015,4,64.6,71.7,Completed the quiz,21,1,1,0,1,6,5,0
STU0015,5,62.7,71.4,Present but passive,21,1,1,0,1,6,5,0
STU0015,6,63.1,69.5,Average performance,21,1,1,0,1,6,5,0
STU0015,7,65.0,70.8,Completed the quiz,21,1,1,0,1,6,5,0
STU0015,8,65.3,68.9,On-time submission with minor errors,21,1,1,0,1,6,5,0
STU0015,9,66.0,68.0,Regular attendance,21,1,1,0,1,6,5,0
STU0015,10,67.1,66.7,Standard participation,21,1,1,0,1,6,5,0
STU0015,11,67.7,68.4,Quiet in class,21,1,1,0,1,6,5,0
STU0015,12,69.7,68.1,Adequate performance noted,21,1,1,0,1,6,5,0
STU0015,13,69.6,66.5,Present but passive,21,1,1,0,1,6,5,0
STU0015,14,69.3,65.7,Submitted assignment,21,1,1,0,1,6,5,0
STU0015,15,70.7,65.1,Moderate effort observed,21,1,1,0,1,6,5,0
STU0016,1,85.1,80.7,Engaged in group discussions,24,0,0,0,1,7,6,0
STU0016,2,85.1,80.5,Active participation in class,24,0,0,0,1,7,6,0
STU0016,3,83.9,80.7,Showed initiative in learning,24,0,0,0,1,7,6,0
STU0016,4,83.0,82.2,Consistent performance,24,0,0,0,1,7,6,0
STU0016,5,81.5,84.1,Completed extra credit work,24,0,0,0,1,7,6,0
STU0016,6,82.7,84.9,Asked insightful questions,24,0,0,0,1,7,6,0
STU0016,7,82.9,85.2,Submitted assignment on time,24,0,0,0,1,7,6,0
STU0016,8,81.8,86.5,Submitted assignment on time,24,0,0,0,1,7,6,0
STU0016,9,81.6,85.0,Outstanding project submission,24,0,0,0,1,7,6,0
STU0016,10,80.3,86.7,Asked insightful questions,24,0,0,0,1,7,6,0
STU0016,11,80.3,85.8,Outstanding project submission,24,0,0,0,1,7,6,0
STU0016,12,80.2,85.7,Consistent performance,24,0,0,0,1,7,6,0
STU0016,13,80.4,85.2,Showed initiative in learning,24,0,0,0,1,7,6,0
STU0016,14,80.8,86.2,Showed great improvement,24,0,0,0,1,7,6,0
STU0016,15,82.3,85.3,Engaged in group discussions,24,0,0,0,1,7,6,0
STU0017,1,78.9,79.0,Satisfactory attendance record,23,1,0,0,1,7,6,0
STU0017,2,78.2,77.8,Moderate effort observed,23,1,0,0,1,7,6,0
STU0017,3,77.2,77.3,Adequate performance noted,23,1,0,0,1,7,6,0
STU0017,4,78.3,75.5,Moderate effort observed,23,1,0,0,1,7,6,0
STU0017,5,78.1,77.2,No significant changes,23,1,0,0,1,7,6,0
STU0017,6,77.7,77.8,Adequate performance noted,23,1,0,0,1,7,6,0
STU0017,7,78.3,76.4,Regular attendance,23,1,0,0,1,7,6,0
STU0017,8,76.8,78.3,Present but passive,23,1,0,0,1,7,6,0
STU0017,9,78.3,79.8,Followed instructions,23,1,0,0,1,7,6,0
STU0017,10,76.7,81.4,Regular attendance,23,1,0,0,1,7,6,0
STU0017,11,77.6,81.1,Attended but disengaged,23,1,0,0,1,7,6,0
STU0017,12,79.5,79.4,On-time submission with minor errors,23,1,0,0,1,7,6,0
STU0017,13,81.3,78.7,Moderate effort observed,23,1,0,0,1,7,6,0
STU0017,14,80.9,77.0,Present but passive,23,1,0,0,1,7,6,0
STU0017,15,82.3,78.5,No significant changes,23,1,0,0,1,7,6,0
STU0018,1,91.2,43.2,Showed signs of academic distress,25,0,0,0,1,6,5,0
STU0018,2,89.3,42.5,Absent without leave,25,0,0,0,1,6,5,0
STU0018,3,88.5,42.0,Disruptive behavior in class,25,0,0,0,1,6,5,0
STU0018,4,87.4,41.7,Missed multiple deadlines,25,0,0,0,1,6,5,0
STU0018,5,88.6,40.4,Late submission of assignment,25,0,0,0,1,6,5,0
STU0018,6,89.1,39.9,Missed multiple deadlines,25,0,0,0,1,6,5,0
STU0018,7,88.0,41.5,Disruptive behavior in class,25,0,0,0,1,6,5,0
STU0018,8,86.9,42.1,Incomplete homework,25,0,0,0,1,6,5,0
STU0018,9,86.0,40.1,No homework submitted,25,0,0,0,1,6,5,0
STU0018,10,85.8,39.3,Struggling with concepts,25,0,0,0,1,6,5,0
STU0018,11,84.5,39.0,Sleeping in class,25,0,0,0,1,6,5,0
STU0018,12,86.4,38.2,Rude to classmates,25,0,0,0,1,6,5,0
STU0018,13,87.2,38.1,Did not pay attention,25,0,0,0,1,6,5,0
STU0018,14,86.0,37.6,Incomplete homework,25,0,0,0,1,6,5,0
STU0018,15,84.4,37.1,Sleeping in class,25,0,0,0,1,6,5,0
STU0019,1,92.2,93.3,Helped peers with coursework,22,0,0,0,1,4,4,0
STU0019,2,92.8,93.8,Excellent presentation skills,22,0,0,0,1,4,4,0
STU0019,3,93.8,94.8,Excellent presentation skills,22,0,0,0,1,4,4,0
STU0019,4,95.2,95.4,Showed initiative in learning,22,0,0,0,1,4,4,0
STU0019,5,95.7,93.5,Engaged in group discussions,22,0,0,0,1,4,4,0
STU0019,6,95.4,93.8,Strong problem-solving ability,22,0,0,0,1,4,4,0
STU0019,7,94.0,95.5,Perfect attendance this week,22,0,0,0,1,4,4,0
STU0019,8,94.9,94.2,Showed great improvement,22,0,0,0,1,4,4,0
STU0019,9,96.1,95.7,Perfect attendance this week,22,0,0,0,1,4,4,0
STU0019,10,96.2,97.3,Outstanding project submission,22,0,0,0,1,4,4,0
STU0019,11,94.9,99.0,Consistent performance,22,0,0,0,1,4,4,0
STU0019,12,96.7,98.2,Outstanding project submission,22,0,0,0,1,4,4,0
STU0019,13,96.1,96.6,Submitted assignment on time,22,0,0,0,1,4,4,0
STU0019,14,94.7,98.5,Outstanding project submission,22,0,0,0,1,4,4,0
STU0019,15,95.4,99.2,Demonstrated strong leadership,22,0,0,0,1,4,4,0
STU0020,1,88.2,86.9,Submitted assignment on time,23,0,0,0,1,7,7,0
STU0020,2,88.9,86.8,Completed extra credit work,23,0,0,0,1,7,7,0
STU0020,3,90.4,87.1,Showed initiative in learning,23,0,0,0,1,7,7,0
STU0020,4,90.9,87.7,Excellent presentation skills,23,0,0,0,1,7,7,0
STU0020,5,92.2,89.3,Asked insightful questions,23,0,0,0,1,7,7,0
STU0020,6,92.8,87.8,Active participation in class,23,0,0,0,1,7,7,0
STU0020,7,94.6,87.0,Consistent performance,23,0,0,0,1,7,7,0
STU0020,8,93.0,85.9,Enthusiastic about the topic,23,0,0,0,1,7,7,0
STU0020,9,91.6,85.7,Excellent presentation skills,23,0,0,0,1,7,7,0
STU0020,10,93.4,86.5,Enthusiastic about the topic,23,0,0,0,1,7,7,0
STU0020,11,93.0,87.5,Showed great improvement,23,0,0,0,1,7,7,0
STU0020,12,94.6,88.1,Outstanding project submission,23,0,0,0,1,7,7,0
STU0020,13,94.5,87.7,Asked insightful questions,23,0,0,0,1,7,7,0
STU0020,14,92.7,87.2,Consistent performance,23,0,0,0,1,7,7,0
STU0020,15,92.4,86.2,Perfect attendance this week,23,0,0,0,1,7,7,0
STU0021,1,66.4,52.5,Average performance,23,1,0,1,1,6,0,1
STU0021,2,61.5,49.4,Failed the weekly quiz,23,1,0,1,1,6,0,1
STU0021,3,61.1,46.3,Failed the weekly quiz,23,1,0,1,1,6,0,1
STU0021,4,58.2,43.1,Failed the weekly quiz,23,1,0,1,1,6,0,1
STU0021,5,56.5,42.5,Showed signs of academic distress,23,1,0,1,1,6,0,1
STU0021,6,53.6,41.4,Disruptive behavior in class,23,1,0,1,1,6,0,1
STU0021,7,48.6,39.2,No homework submitted,23,1,0,1,1,6,0,1
STU0021,8,47.8,36.6,Absent without leave,23,1,0,1,1,6,0,1
STU0021,9,47.1,35.1,No homework submitted,23,1,0,1,1,6,0,1
STU0021,10,45.9,33.8,Disruptive behavior in class,23,1,0,1,1,6,0,1
STU0021,11,44.6,33.3,Rude to classmates,23,1,0,1,1,6,0,1
STU0021,12,41.9,30.3,Incomplete homework,23,1,0,1,1,6,0,1
STU0021,13,39.7,28.9,Needs improvement in discipline,23,1,0,1,1,6,0,1
STU0021,14,39.2,26.9,Needs improvement in discipline,23,1,0,1,1,6,0,1
STU0021,15,38.9,23.7,Declined to participate in activities,23,1,0,1,1,6,0,1
STU0022,1,85.7,78.0,Completed the quiz,22,1,0,0,0,7,7,0
STU0022,2,84.3,76.5,Completed the quiz,22,1,0,0,0,7,7,0
STU0022,3,84.9,76.7,Present but passive,22,1,0,0,0,7,7,0
STU0022,4,84.4,77.1,Met the basic requirements,22,1,0,0,0,7,7,0
STU0022,5,84.2,77.5,Submitted assignment,22,1,0,0,0,7,7,0
STU0022,6,85.4,76.0,Attended but disengaged,22,1,0,0,0,7,7,0
STU0022,7,86.0,77.1,Moderate effort observed,22,1,0,0,0,7,7,0
STU0022,8,87.4,76.8,Satisfactory attendance record,22,1,0,0,0,7,7,0
STU0022,9,86.4,76.2,Followed instructions,22,1,0,0,0,7,7,0
STU0022,10,85.9,77.1,Present but passive,22,1,0,0,0,7,7,0
STU0022,11,85.7,77.7,Present but passive,22,1,0,0,0,7,7,0
STU0022,12,87.5,78.5,Followed instructions,22,1,0,0,0,7,7,0
STU0022,13,85.7,79.8,Submitted assignment,22,1,0,0,0,7,7,0
STU0022,14,85.5,80.8,Perfect attendance this week,22,1,0,0,0,7,7,0
STU0022,15,86.7,81.0,Completed extra credit work,22,1,0,0,0,7,7,0
STU0023,1,99.0,81.9,Excellent presentation skills,23,0,0,1,0,7,6,0
STU0023,2,99.0,83.3,Perfect attendance this week,23,0,0,1,0,7,6,0
STU0023,3,100.0,82.7,Engaged in group discussions,23,0,0,1,0,7,6,0
STU0023,4,99.1,81.6,Demonstrated strong leadership,23,0,0,1,0,7,6,0
STU0023,5,100.0,83.5,Outstanding project submission,23,0,0,1,0,7,6,0
STU0023,6,100.0,84.2,Enthusiastic about the topic,23,0,0,1,0,7,6,0
STU0023,7,98.1,85.9,Outstanding project submission,23,0,0,1,0,7,6,0
STU0023,8,98.9,84.1,Asked insightful questions,23,0,0,1,0,7,6,0
STU0023,9,99.7,83.3,Perfect attendance this week,23,0,0,1,0,7,6,0
STU0023,10,99.1,82.0,Showed great improvement,23,0,0,1,0,7,6,0
STU0023,11,99.4,81.6,Showed great improvement,23,0,0,1,0,7,6,0
STU0023,12,100.0,83.5,Submitted assignment on time,23,0,0,1,0,7,6,0
STU0023,13,100.0,82.4,Demonstrated strong leadership,23,0,0,1,0,7,6,0
STU0023,14,99.8,81.0,Asked insightful questions,23,0,0,1,0,7,6,0
STU0023,15,100.0,82.1,Completed extra credit work,23,0,0,1,0,7,6,0
STU0024,1,85.6,80.6,Submitted assignment on time,18,0,1,0,1,6,6,0
STU0024,2,85.0,79.0,Attended but disengaged,18,0,1,0,1,6,6,0
STU0024,3,85.7,79.0,Attended but disengaged,18,0,1,0,1,6,6,0
STU0024,4,84.9,77.9,Completed the quiz,18,0,1,0,1,6,6,0
STU0024,5,83.1,76.7,Average performance,18,0,1,0,1,6,6,0
